title,author,assignees,number,url,state,closedAt,createdAt,updatedAt,labels,issues
Migrate endpoint `/upgradeToVip`,alexangc,{'alexangc'},1098,https://github.com/weiks/esports-backend/pull/1098,MERGED,2022-04-05T17:20:04Z,2022-03-30T13:56:22Z,2022-04-05T17:20:07Z,set(),[]
Migrate endpoint `/cancel`,alexangc,{'alexangc'},1071,https://github.com/weiks/esports-backend/pull/1071,MERGED,2022-04-05T17:07:58Z,2022-03-23T19:03:44Z,2022-04-05T17:08:02Z,set(),[]
Delete obsolete endpoint `/readyUp`,alexangc,{'alexangc'},1100,https://github.com/weiks/esports-backend/pull/1100,MERGED,2022-04-05T15:18:46Z,2022-03-30T15:02:55Z,2022-04-05T15:18:55Z,set(),[]
Increase timeout on flaky test,bmcilw1,{'bmcilw1'},1120,https://github.com/weiks/esports-backend/pull/1120,MERGED,2022-04-04T18:01:22Z,2022-04-04T14:58:27Z,2022-04-05T12:18:28Z,set(),[]
Fix act error in logs from useEffect,bmcilw1,{'bmcilw1'},1121,https://github.com/weiks/esports-backend/pull/1121,MERGED,2022-04-04T18:01:12Z,2022-04-04T15:56:00Z,2022-04-05T12:16:13Z,set(),[]
Add keep alive to post requests,bmcilw1,{'bmcilw1'},1111,https://github.com/weiks/esports-backend/pull/1111,MERGED,2022-04-04T14:32:03Z,2022-04-01T21:30:30Z,2022-04-04T14:32:06Z,set(),[]
Added counter typedef,bmcilw1,{'bmcilw1'},1108,https://github.com/weiks/esports-backend/pull/1108,MERGED,2022-04-04T14:15:49Z,2022-04-01T21:22:37Z,2022-04-04T14:18:42Z,set(),[]
Make input without a change handler readonly warning fix,bmcilw1,{'bmcilw1'},1109,https://github.com/weiks/esports-backend/pull/1109,MERGED,2022-04-04T14:16:33Z,2022-04-01T21:25:26Z,2022-04-04T14:18:37Z,set(),[]
Make missing typedef error exclude known missing ones,bmcilw1,{'bmcilw1'},1114,https://github.com/weiks/esports-backend/pull/1114,MERGED,2022-04-04T14:18:09Z,2022-04-01T21:48:37Z,2022-04-04T14:18:12Z,set(),[]
Fix firebase-admin analytics mock,bmcilw1,{'bmcilw1'},1113,https://github.com/weiks/esports-backend/pull/1113,MERGED,2022-04-04T14:17:46Z,2022-04-01T21:42:17Z,2022-04-04T14:17:49Z,set(),[]
Mock out logger,bmcilw1,{'bmcilw1'},1112,https://github.com/weiks/esports-backend/pull/1112,MERGED,2022-04-04T14:17:29Z,2022-04-01T21:39:28Z,2022-04-04T14:17:32Z,set(),[]
Do not clear something that is not always a mock,bmcilw1,{'bmcilw1'},1110,https://github.com/weiks/esports-backend/pull/1110,MERGED,2022-04-04T14:16:59Z,2022-04-01T21:27:56Z,2022-04-04T14:17:02Z,set(),[]
Apple pay button display,SinshiSmith,{'SinshiSmith'},859,https://github.com/weiks/esports-backend/pull/859,MERGED,2022-04-01T17:45:26Z,2021-12-10T13:17:36Z,2022-04-01T17:45:29Z,set(),[]
Rounding fix for pickWinner,bmcilw1,{'bmcilw1'},1101,https://github.com/weiks/esports-backend/pull/1101,MERGED,2022-03-30T15:50:28Z,2022-03-30T15:12:19Z,2022-03-30T15:50:38Z,{'bug'},"[{'assignees': {'P3NGUIN1', 'bmcilw1'}, 'labels': {'bug'}, 'number': 1048, 'title': '[Bug] Invalid amounts displayed in the ""Pick Winner"" panel', 'url': 'https://github.com/weiks/esports-backend/issues/1048', 'state': 'CLOSED', 'updatedAt': '2022-04-05T20:16:59Z'}]"
+ fast user mail sign up,paulofer85,"{'gonzalovelasco', 'paulofer85'}",1088,https://github.com/weiks/esports-backend/pull/1088,MERGED,2022-03-29T15:16:33Z,2022-03-28T18:55:43Z,2022-03-30T11:12:23Z,"{'enhancement', 'good for newcomers'}","[{'assignees': {'gonzalovelasco', 'paulofer85', 'bmcilw1'}, 'labels': {'enhancement', 'good for newcomers'}, 'number': 1086, 'title': 'Quick win for login UX', 'url': 'https://github.com/weiks/esports-backend/issues/1086', 'state': 'CLOSED', 'updatedAt': '2022-03-29T15:16:32Z'}]"
Add a `boosts` field to the event's typedef,alexangc,{'alexangc'},1087,https://github.com/weiks/esports-backend/pull/1087,MERGED,2022-03-30T09:41:46Z,2022-03-28T15:12:58Z,2022-03-30T10:31:54Z,set(),[]
Migrate endoint `/leave` [2/2],alexangc,{'alexangc'},1069,https://github.com/weiks/esports-backend/pull/1069,MERGED,2022-03-29T20:44:10Z,2022-03-23T17:51:34Z,2022-03-29T20:44:13Z,set(),[]
Migrate endoint `/leave` [1/2],alexangc,{'alexangc'},1065,https://github.com/weiks/esports-backend/pull/1065,MERGED,2022-03-29T20:04:39Z,2022-03-23T12:03:03Z,2022-03-29T20:04:42Z,set(),[]
Migrate endoint `/join` [2/2],alexangc,{'alexangc'},1062,https://github.com/weiks/esports-backend/pull/1062,MERGED,2022-03-29T19:41:22Z,2022-03-22T18:38:05Z,2022-03-29T19:41:29Z,set(),[]
migrate Profile page,adrach,{'adrach'},1022,https://github.com/weiks/esports-backend/pull/1022,MERGED,2022-03-29T01:57:51Z,2022-03-11T06:16:19Z,2022-03-29T12:22:58Z,set(),[]
Migrate endoint `/join` [1/2],alexangc,{'alexangc'},1059,https://github.com/weiks/esports-backend/pull/1059,MERGED,2022-03-29T08:44:12Z,2022-03-21T16:08:47Z,2022-03-29T08:44:16Z,set(),[]
Move country and zip code into modal,Mathspy,{'Mathspy'},1089,https://github.com/weiks/esports-backend/pull/1089,MERGED,2022-03-28T21:04:23Z,2022-03-28T19:29:40Z,2022-03-28T21:04:31Z,set(),[]
migrate HiddenEvents Page,adrach,{'adrach'},1023,https://github.com/weiks/esports-backend/pull/1023,MERGED,2022-03-23T14:51:58Z,2022-03-11T06:16:43Z,2022-03-28T15:13:56Z,set(),[]
migrate EventFooter,adrach,{'adrach'},1066,https://github.com/weiks/esports-backend/pull/1066,MERGED,2022-03-23T17:05:43Z,2022-03-23T14:36:15Z,2022-03-26T10:36:47Z,set(),[]
misc updates and fixes,adrach,{'adrach'},1072,https://github.com/weiks/esports-backend/pull/1072,MERGED,2022-03-25T17:29:00Z,2022-03-24T14:52:59Z,2022-03-26T10:36:07Z,set(),[]
Prevent Pay button from being clicked more than once,Mathspy,{'Mathspy'},1074,https://github.com/weiks/esports-backend/pull/1074,MERGED,2022-03-24T18:18:55Z,2022-03-24T17:18:17Z,2022-03-26T10:28:01Z,set(),[]
Games: Golf With Your Friends & Goose Goose Duck,SinshiSmith,{'SinshiSmith'},1079,https://github.com/weiks/esports-backend/pull/1079,MERGED,2022-03-26T10:26:14Z,2022-03-25T11:54:50Z,2022-03-26T10:26:16Z,set(),[]
Pay email,bmcilw1,{'bmcilw1'},1077,https://github.com/weiks/esports-backend/pull/1077,MERGED,2022-03-25T21:46:52Z,2022-03-24T21:18:37Z,2022-03-25T21:46:55Z,set(),[]
Error if the uid third party expected is different from currently logged in uid,Mathspy,{'Mathspy'},1081,https://github.com/weiks/esports-backend/pull/1081,MERGED,2022-03-25T21:39:57Z,2022-03-25T21:35:05Z,2022-03-25T21:39:59Z,set(),[]
Switch from userOrOAuth2 to userAuth for checkout endpoints,Mathspy,{'Mathspy'},1082,https://github.com/weiks/esports-backend/pull/1082,MERGED,2022-03-25T21:37:16Z,2022-03-25T21:36:22Z,2022-03-25T21:37:18Z,set(),[]
Add redirection if query has a redirect URI for payments,Mathspy,{'Mathspy'},1080,https://github.com/weiks/esports-backend/pull/1080,MERGED,2022-03-25T21:37:08Z,2022-03-25T21:33:40Z,2022-03-25T21:37:10Z,set(),[]
migrate Host Page,adrach,{'adrach'},1026,https://github.com/weiks/esports-backend/pull/1026,MERGED,2022-03-25T14:55:36Z,2022-03-11T06:18:15Z,2022-03-25T14:55:39Z,set(),[]
Payment feedback,CarlosViller,{'CarlosViller'},1076,https://github.com/weiks/esports-backend/pull/1076,MERGED,2022-03-24T20:30:26Z,2022-03-24T19:14:07Z,2022-03-24T20:30:28Z,set(),[]
Buy page,CarlosViller,{'CarlosViller'},1075,https://github.com/weiks/esports-backend/pull/1075,MERGED,2022-03-24T20:15:19Z,2022-03-24T19:13:43Z,2022-03-24T20:15:21Z,set(),[]
Add country list dropdown to `/buy` page,Mathspy,{'Mathspy'},1073,https://github.com/weiks/esports-backend/pull/1073,MERGED,2022-03-24T19:48:20Z,2022-03-24T17:04:21Z,2022-03-24T19:48:22Z,set(),[]
Fix broken tests and add coverage,bmcilw1,{'bmcilw1'},1064,https://github.com/weiks/esports-backend/pull/1064,MERGED,2022-03-24T16:13:54Z,2022-03-22T21:13:29Z,2022-03-24T16:13:58Z,set(),[]
migrate Home Page,adrach,{'adrach'},1025,https://github.com/weiks/esports-backend/pull/1025,MERGED,2022-03-23T16:25:56Z,2022-03-11T06:17:57Z,2022-03-23T16:49:48Z,set(),[]
migrate JoinBar and JoinEventModal,adrach,{'adrach'},1008,https://github.com/weiks/esports-backend/pull/1008,MERGED,2022-03-23T14:14:53Z,2022-03-03T16:14:14Z,2022-03-23T14:14:58Z,set(),[]
migrate Game Page,adrach,{'adrach'},1024,https://github.com/weiks/esports-backend/pull/1024,MERGED,2022-03-23T12:43:38Z,2022-03-11T06:16:57Z,2022-03-23T13:07:08Z,set(),[]
add fire.js tests,adrach,{'adrach'},1027,https://github.com/weiks/esports-backend/pull/1027,MERGED,2022-03-23T12:37:06Z,2022-03-11T06:18:33Z,2022-03-23T12:37:09Z,set(),[]
teams: integration tests,SinshiSmith,{'SinshiSmith'},1056,https://github.com/weiks/esports-backend/pull/1056,MERGED,2022-03-22T10:03:14Z,2022-03-19T13:09:09Z,2022-03-22T10:03:16Z,set(),[]
PlayerCard: Integration tests,SinshiSmith,{'SinshiSmith'},1055,https://github.com/weiks/esports-backend/pull/1055,MERGED,2022-03-22T10:01:35Z,2022-03-19T10:27:06Z,2022-03-22T10:01:38Z,set(),[]
Checkout frame,Mathspy,{'Mathspy'},1029,https://github.com/weiks/esports-backend/pull/1029,MERGED,2022-03-21T21:01:03Z,2022-03-11T19:39:31Z,2022-03-21T21:01:05Z,set(),[]
Payment route,bmcilw1,{'bmcilw1'},1033,https://github.com/weiks/esports-backend/pull/1033,MERGED,2022-03-21T20:55:11Z,2022-03-11T22:29:44Z,2022-03-21T20:55:13Z,set(),[]
"Allow players to leave during ""created"" status",SinshiSmith,{'SinshiSmith'},694,https://github.com/weiks/esports-backend/pull/694,CLOSED,2022-03-21T13:47:08Z,2021-08-17T12:06:20Z,2022-03-21T16:58:15Z,set(),[]
/events/new: players per team,SinshiSmith,{'SinshiSmith'},707,https://github.com/weiks/esports-backend/pull/707,CLOSED,2022-03-21T13:44:27Z,2021-08-24T14:53:30Z,2022-03-21T16:58:13Z,set(),[]
Fix the Redis lock perma-refreshing on timing edge case,alexangc,{'alexangc'},1057,https://github.com/weiks/esports-backend/pull/1057,MERGED,2022-03-21T15:18:15Z,2022-03-19T18:26:47Z,2022-03-21T15:18:18Z,set(),[]
Sanitize the amount from coupons before requesting a Quarters tx,alexangc,{'alexangc'},1058,https://github.com/weiks/esports-backend/pull/1058,MERGED,2022-03-21T15:13:04Z,2022-03-21T10:32:18Z,2022-03-21T15:13:08Z,set(),[]
Migration: /events/new,SinshiSmith,{'SinshiSmith'},909,https://github.com/weiks/esports-backend/pull/909,MERGED,2022-03-21T13:41:04Z,2022-01-31T12:04:19Z,2022-03-21T13:41:06Z,set(),[]
Misc bugfixes,alexangc,{'alexangc'},41,https://github.com/weiks/esports-backend/pull/41,MERGED,2020-04-25T20:58:54Z,2020-04-23T15:47:47Z,2022-03-21T10:42:06Z,set(),[]
Users must pass the recaptcha challenge to log in.,alexangc,{'alexangc'},81,https://github.com/weiks/esports-backend/pull/81,MERGED,2020-06-08T18:54:39Z,2020-06-08T18:21:57Z,2022-03-21T10:42:03Z,set(),[]
Added missing Twitch's app token fetching routine.,alexangc,{'alexangc'},89,https://github.com/weiks/esports-backend/pull/89,MERGED,2020-06-18T18:16:05Z,2020-06-18T18:13:24Z,2022-03-21T10:42:00Z,set(),[]
Updating live,alexangc,{'alexangc'},98,https://github.com/weiks/esports-backend/pull/98,MERGED,2020-07-08T13:35:51Z,2020-07-08T13:19:04Z,2022-03-21T10:41:58Z,set(),[]
Updating live,alexangc,{'alexangc'},109,https://github.com/weiks/esports-backend/pull/109,MERGED,2020-07-17T17:28:05Z,2020-07-17T17:18:29Z,2022-03-21T10:41:55Z,set(),[]
Cypress fixes,alexangc,{'alexangc'},141,https://github.com/weiks/esports-backend/pull/141,CLOSED,2020-08-03T17:14:04Z,2020-08-03T11:03:24Z,2022-03-21T10:41:52Z,set(),[]
"Refresh context data for online streams, on account/scrim update.",alexangc,{'alexangc'},152,https://github.com/weiks/esports-backend/pull/152,MERGED,2020-08-13T15:34:51Z,2020-08-10T17:01:29Z,2022-03-21T10:41:49Z,set(),[]
Adding private tournaments option.,alexangc,{'alexangc'},153,https://github.com/weiks/esports-backend/pull/153,MERGED,2020-08-13T15:46:19Z,2020-08-11T10:04:06Z,2022-03-21T10:41:46Z,set(),[]
React modal,SinshiSmith,{'SinshiSmith'},161,https://github.com/weiks/esports-backend/pull/161,MERGED,2020-08-24T17:29:31Z,2020-08-23T12:01:54Z,2022-03-21T10:41:43Z,set(),[]
Teams captains,alexangc,{'alexangc'},162,https://github.com/weiks/esports-backend/pull/162,MERGED,2020-08-27T13:18:25Z,2020-08-25T11:15:42Z,2022-03-21T10:41:39Z,set(),[]
Remember invite link through login,SinshiSmith,{'SinshiSmith'},178,https://github.com/weiks/esports-backend/pull/178,MERGED,2020-09-04T19:35:24Z,2020-09-04T17:53:30Z,2022-03-21T10:41:04Z,set(),[]
Fix Twitch endpoint hanging,alexangc,{'alexangc'},182,https://github.com/weiks/esports-backend/pull/182,MERGED,2020-09-07T14:56:04Z,2020-09-07T11:54:34Z,2022-03-21T10:41:02Z,set(),[]
ScrimCard: Add support for banners,SinshiSmith,{'SinshiSmith'},188,https://github.com/weiks/esports-backend/pull/188,CLOSED,2020-09-17T18:10:03Z,2020-09-09T15:33:01Z,2022-03-21T10:40:59Z,set(),[]
Custom banner,SinshiSmith,{'SinshiSmith'},190,https://github.com/weiks/esports-backend/pull/190,CLOSED,2020-09-17T18:10:36Z,2020-09-10T14:03:05Z,2022-03-21T10:40:56Z,set(),[]
Vip slots,SinshiSmith,{'SinshiSmith'},216,https://github.com/weiks/esports-backend/pull/216,MERGED,2020-10-01T16:19:05Z,2020-09-24T18:14:47Z,2022-03-21T10:40:54Z,set(),[]
Scrim Specific Cover,SinshiSmith,{'SinshiSmith'},217,https://github.com/weiks/esports-backend/pull/217,MERGED,2020-10-01T16:28:52Z,2020-09-30T12:09:20Z,2022-03-21T10:40:51Z,set(),[]
Quarters transaction types logs.,alexangc,{'alexangc'},233,https://github.com/weiks/esports-backend/pull/233,MERGED,2020-10-17T14:37:56Z,2020-10-16T18:56:29Z,2022-03-21T10:40:48Z,set(),[]
Emails opt in,SinshiSmith,{'SinshiSmith'},236,https://github.com/weiks/esports-backend/pull/236,MERGED,2020-10-22T16:07:24Z,2020-10-19T15:12:55Z,2022-03-21T10:40:45Z,set(),[]
Resets test users dummy quarters after Cypress' CI.,alexangc,{'alexangc'},306,https://github.com/weiks/esports-backend/pull/306,MERGED,2020-12-08T17:55:02Z,2020-12-08T15:59:43Z,2022-03-21T10:40:43Z,set(),[]
/scrim: Pools,SinshiSmith,{'SinshiSmith'},272,https://github.com/weiks/esports-backend/pull/272,MERGED,2020-12-11T16:55:07Z,2020-11-17T14:14:07Z,2022-03-21T10:40:40Z,set(),[]
Fixed duplicate header sending call error.,alexangc,{'alexangc'},339,https://github.com/weiks/esports-backend/pull/339,MERGED,2020-12-29T19:38:55Z,2020-12-29T17:20:42Z,2022-03-21T10:40:37Z,set(),[]
Disabled useless middleware.,alexangc,{'alexangc'},341,https://github.com/weiks/esports-backend/pull/341,MERGED,2020-12-31T16:39:29Z,2020-12-31T16:32:58Z,2022-03-21T10:40:35Z,set(),[]
Removed erroneous comment.,alexangc,{'alexangc'},342,https://github.com/weiks/esports-backend/pull/342,MERGED,2020-12-31T16:49:55Z,2020-12-31T16:43:09Z,2022-03-21T10:40:33Z,set(),[]
Teams & tags bug fixes,SinshiSmith,{'SinshiSmith'},343,https://github.com/weiks/esports-backend/pull/343,MERGED,2021-01-04T13:57:48Z,2021-01-04T13:32:49Z,2022-03-21T10:40:29Z,set(),[]
Tabs layout,SinshiSmith,{'SinshiSmith'},351,https://github.com/weiks/esports-backend/pull/351,MERGED,2021-01-11T14:16:05Z,2021-01-07T12:37:13Z,2022-03-21T10:39:53Z,set(),[]
Scrim: Region & Platform,SinshiSmith,{'SinshiSmith'},199,https://github.com/weiks/esports-backend/pull/199,MERGED,2020-09-16T14:42:01Z,2020-09-16T10:22:57Z,2022-03-21T10:39:50Z,set(),[]
Geo lock,SinshiSmith,{'SinshiSmith'},286,https://github.com/weiks/esports-backend/pull/286,MERGED,2020-11-26T15:22:09Z,2020-11-25T18:24:12Z,2022-03-21T10:39:47Z,set(),[]
Captains can kick their teammates.,alexangc,{'alexangc'},366,https://github.com/weiks/esports-backend/pull/366,MERGED,2021-01-16T13:35:39Z,2021-01-16T12:15:17Z,2022-03-21T10:39:44Z,set(),[]
Add the referral link to the UI.,alexangc,{'alexangc'},364,https://github.com/weiks/esports-backend/pull/364,MERGED,2021-01-16T14:05:15Z,2021-01-15T20:26:08Z,2022-03-21T10:39:42Z,set(),[]
Improved `ErrorHandler`'s fields and error parsing.,alexangc,{'alexangc'},382,https://github.com/weiks/esports-backend/pull/382,MERGED,2021-01-19T13:47:29Z,2021-01-19T11:55:25Z,2022-03-21T10:39:39Z,set(),[]
/bonus: Add a back button,SinshiSmith,{'SinshiSmith'},409,https://github.com/weiks/esports-backend/pull/409,CLOSED,2021-02-01T11:41:03Z,2021-01-30T10:47:22Z,2022-03-21T10:39:36Z,set(),[]
App notification firebase,rbnacharya,{'rbnacharya'},373,https://github.com/weiks/esports-backend/pull/373,MERGED,2021-02-11T18:22:55Z,2021-01-17T19:12:15Z,2022-03-21T10:39:34Z,set(),[]
Add ressource lock to the endpoint `changeStatus`,alexangc,{'alexangc'},448,https://github.com/weiks/esports-backend/pull/448,CLOSED,2021-02-18T08:43:56Z,2021-02-14T17:02:38Z,2022-03-21T10:39:31Z,set(),[]
Add `@types/jest` for autocompletion support,alexangc,{'alexangc'},459,https://github.com/weiks/esports-backend/pull/459,MERGED,2021-02-18T11:32:59Z,2021-02-18T09:21:28Z,2022-03-21T10:39:29Z,set(),[]
Remove duplicated `makeError` definitions,alexangc,{'alexangc'},458,https://github.com/weiks/esports-backend/pull/458,MERGED,2021-02-18T11:33:15Z,2021-02-18T09:15:57Z,2022-03-21T10:39:26Z,set(),[]
i18n - UI Changes,SinshiSmith,{'SinshiSmith'},441,https://github.com/weiks/esports-backend/pull/441,MERGED,2021-02-19T14:47:22Z,2021-02-11T09:45:10Z,2022-03-21T10:39:23Z,set(),[]
Remove misleading return,alexangc,{'alexangc'},466,https://github.com/weiks/esports-backend/pull/466,MERGED,2021-02-19T21:07:20Z,2021-02-19T20:54:51Z,2022-03-21T10:39:21Z,set(),[]
/events/id: auto-scoring bug fixes,SinshiSmith,{'SinshiSmith'},474,https://github.com/weiks/esports-backend/pull/474,MERGED,2021-02-24T14:29:46Z,2021-02-24T12:45:01Z,2022-03-21T10:39:18Z,set(),[]
I18n gamepage,SinshiSmith,{'SinshiSmith'},472,https://github.com/weiks/esports-backend/pull/472,MERGED,2021-02-24T16:24:17Z,2021-02-22T13:51:27Z,2022-03-21T10:38:49Z,set(),[]
I18next: onboarding,SinshiSmith,{'SinshiSmith'},463,https://github.com/weiks/esports-backend/pull/463,MERGED,2021-02-24T16:25:26Z,2021-02-19T12:46:36Z,2022-03-21T10:38:46Z,set(),[]
Test adding/joining with gamertags,SinshiSmith,{'SinshiSmith'},389,https://github.com/weiks/esports-backend/pull/389,CLOSED,2021-02-25T16:27:05Z,2021-01-22T12:12:15Z,2022-03-21T10:38:44Z,set(),[]
I18n: new event page,SinshiSmith,{'SinshiSmith'},494,https://github.com/weiks/esports-backend/pull/494,MERGED,2021-03-03T13:20:35Z,2021-03-01T13:17:47Z,2022-03-21T10:38:41Z,set(),[]
className cleanup,SinshiSmith,{'SinshiSmith'},452,https://github.com/weiks/esports-backend/pull/452,MERGED,2021-03-03T13:35:41Z,2021-02-15T14:20:27Z,2022-03-21T10:38:38Z,set(),[]
I18n: eventpage,SinshiSmith,{'SinshiSmith'},518,https://github.com/weiks/esports-backend/pull/518,MERGED,2021-03-10T22:44:27Z,2021-03-08T14:10:39Z,2022-03-21T10:38:36Z,set(),[]
I18n: Feedback,SinshiSmith,{'SinshiSmith'},523,https://github.com/weiks/esports-backend/pull/523,MERGED,2021-03-11T12:19:28Z,2021-03-10T14:29:49Z,2022-03-21T10:38:34Z,set(),[]
"Remove the obsolete ""your quarters"" field in `/dashboard`",alexangc,{'alexangc'},538,https://github.com/weiks/esports-backend/pull/538,MERGED,2021-03-18T14:43:25Z,2021-03-18T11:30:38Z,2022-03-21T10:38:26Z,set(),[]
Extract InvitationModal from ViewScrimPage,SinshiSmith,{'SinshiSmith'},539,https://github.com/weiks/esports-backend/pull/539,MERGED,2021-03-18T15:21:46Z,2021-03-18T13:35:47Z,2022-03-21T10:38:23Z,set(),[]
Extract Switch To/From Vip Team Modal from ViewScrimPage,SinshiSmith,{'SinshiSmith'},541,https://github.com/weiks/esports-backend/pull/541,MERGED,2021-03-18T15:40:39Z,2021-03-18T14:28:13Z,2022-03-21T10:38:20Z,set(),[]
Extract TeamManagmentModal from ViewScrimPage,SinshiSmith,{'SinshiSmith'},542,https://github.com/weiks/esports-backend/pull/542,MERGED,2021-03-18T16:05:28Z,2021-03-18T14:58:38Z,2022-03-21T10:38:17Z,set(),[]
Extract AddToCalenderModal from ViewScrimPage,SinshiSmith,{'SinshiSmith'},546,https://github.com/weiks/esports-backend/pull/546,MERGED,2021-03-23T13:15:55Z,2021-03-19T12:10:51Z,2022-03-21T10:38:15Z,set(),[]
Extract PickWinnerModal from ViewScrimPage,SinshiSmith,{'SinshiSmith'},545,https://github.com/weiks/esports-backend/pull/545,MERGED,2021-03-23T13:42:13Z,2021-03-19T12:02:22Z,2022-03-21T10:38:12Z,set(),[]
Dirty fix host page,alexangc,{'alexangc'},572,https://github.com/weiks/esports-backend/pull/572,MERGED,2021-04-16T20:16:29Z,2021-04-16T20:02:44Z,2022-03-21T10:38:09Z,set(),[]
Prevent frontend from sending duplicate requests to `/host`,alexangc,{'alexangc'},573,https://github.com/weiks/esports-backend/pull/573,MERGED,2021-04-17T12:24:22Z,2021-04-17T11:08:26Z,2022-03-21T10:36:52Z,set(),[]
Social platforms,SinshiSmith,{'SinshiSmith'},596,https://github.com/weiks/esports-backend/pull/596,MERGED,2021-05-14T19:33:03Z,2021-05-05T15:31:42Z,2022-03-21T10:36:49Z,set(),[]
Fix scrim exit endpoints double refund,alexangc,{'alexangc'},584,https://github.com/weiks/esports-backend/pull/584,CLOSED,2021-04-23T13:34:04Z,2021-04-22T16:26:04Z,2022-03-21T10:36:47Z,set(),[]
Oauth2 page,SinshiSmith,{'SinshiSmith'},607,https://github.com/weiks/esports-backend/pull/607,CLOSED,2021-05-21T08:28:46Z,2021-05-12T16:28:24Z,2022-03-21T10:36:44Z,set(),[]
Test Tags,SinshiSmith,{'SinshiSmith'},649,https://github.com/weiks/esports-backend/pull/649,MERGED,2021-07-05T14:38:17Z,2021-07-01T09:31:48Z,2022-03-21T10:36:42Z,set(),[]
